// Note : Å°(ID)¿Í ³»¿ëÀº ¹Ýµå½Ã ÅÇÀ¸·Î ±¸ºÐµÇ¾î¾ß ÇÕ´Ï´Ù.
//
IN_000_000	Swords [Dex]
ID_160_089	
IN_160_090	Mediterranean Stylish(Shoe)(7D)
ID_160_090	
IN_160_091	Summer Passion F(Shirt)(7D)
ID_160_091	
IN_160_092	Summer Passion F(Pant)(7D)
ID_160_092	
IN_160_093	Summer Passion F(Shoe)(7D)
ID_160_093	
IN_160_094	Phantom Wear(Shirt)(7D)
ID_160_094	
IN_160_095	Phantom Wear(Pants)(7D)
ID_160_095	
IN_160_096	Phantom Wear(Shoe)(7D)
ID_160_096	
IN_160_097	Pinky Wear(Shirt)(7D)
ID_160_097	
IN_160_098	Pinky Wear(Pant)(7D)
ID_160_098	
IN_160_099	Pinky Wear(Shoe)(7D)
ID_160_099	
IN_160_100	Bohemia Stylish(Shirt)(7D)
ID_160_100	
IN_160_101	Bohemia Stylish(Pant)(7D)
ID_160_101	
IN_160_102	Bohemia Stylish(Shoe)(7D)
ID_160_102	
IN_160_103	Summer Fervor Wear(Shirt)(7D)
ID_160_103	
IN_160_104	Summer Fervor Wear(Pant)(7D)
ID_160_104	
IN_160_105	Summer Fervor Wear(Shoe)(7D)
ID_160_105	
IN_160_106	Dynamic Wear M(Shirt)(7D)
ID_160_106	
IN_160_107	Dynamic Wear M(Pant)(7D)
ID_160_107	
IN_160_108	Dynamic Wear M(Shoe)(7D)
ID_160_108	
IN_160_109	Neighborhood Wear M(Shirt)(7D)
ID_160_109	
IN_160_110	Neighborhood Wear M(Pant)(7D)
ID_160_110	
IN_160_111	Neighborhood Wear M(Shoe)(7D)
ID_160_111	
IN_160_112	Casual Combat Wear M(Shirt)(7D)
ID_160_112	
IN_160_113	Casual Combat Wear M(Pant)(7D)
ID_160_113	
IN_160_114	Casual Combat Wear M(Shoe)(7D)
ID_160_114	
IN_160_115	Dynamic Wear F(Shirt)(7D)
ID_160_115	
IN_160_116	Dynamic Wear F(Pant)(7D)
ID_160_116	
IN_160_117	Dynamic Wear F(Shoe)(7D)
ID_160_117	
IN_160_118	Neighborhood Suit F(Shirt)(7D)
ID_160_118	
IN_160_119	Neighborhood Suit F(Pant)(7D)
ID_160_119	
IN_160_120	Neighborhood Suit F(Shoe)(7D)
ID_160_120	
IN_160_121	Casual Combat Wear F(Shirt)(7D)
ID_160_121	
IN_160_122	Casual Combat Wear F(Pant)(7D)
ID_160_122	
IN_160_123	Casual Combat Wear F(Shoe)(7D)
ID_160_123	
IN_160_124	Salimoon Wear(Shirt)(7D)
ID_160_124	
IN_160_125	Salimoon Wear(Skirt)(7D)
ID_160_125	
IN_160_126	Salimoon Wear(Shoe)(7D)
ID_160_126	
IN_160_127	Summer Passion M(7D)
ID_160_127	
IN_160_128	Musician Wear M(7D)
ID_160_128	
IN_160_129	Apple Pie Wear M(7D)
ID_160_129	
IN_160_130	Caribbean Wear M(7D)
ID_160_130	
IN_160_131	Punk Style Wear M(7D)
ID_160_131	
IN_160_132	Mediterranean Stylish M(7D)
ID_160_132	
IN_160_133	Summer Passion F(7D)
ID_160_133	
IN_160_134	Phantom Wear F(7D)
ID_160_134	
IN_160_135	Pinky Wear F(7D)
ID_160_135	
IN_160_136	Bohemia Stylish F(7D)
ID_160_136	
IN_160_137	e-Gamer Girl(7D)
ID_160_137	
IN_160_138	Dynamic Wear M(7D)
ID_160_138	
IN_160_139	Neighborhood Suit M(7D)
ID_160_139	
IN_160_140	Casual Combat Wear M(7D)
ID_160_140	
IN_160_141	Dynamic Wear F(7D)
ID_160_141	
IN_160_142	Neighborhood Suit F(7D)
ID_160_142	
IN_160_143	Casual Combat Wear F(7D)
ID_160_143	
IN_160_144	Salimoon Wear F(7D)
ID_160_144	
IN_160_145	Summer Passion M(Shirt)(15D)
ID_160_145	
IN_160_146	Summer Passion M(Pant)(15D)
ID_160_146	
IN_160_147	Summer Passion M(Shoe)(15D)
ID_160_147	
IN_160_148	Musician Wear(Shirt)(15D)
ID_160_148	
IN_160_149	Musician Wear(Pant)(15D)
ID_160_149	
IN_160_150	Musician Wear(Shoe)(15D)
ID_160_150	
IN_160_151	Apple Pie Wear(Shirt)(15D)
ID_160_151	
IN_160_152	Apple Pie Wear(Pant)(15D)
ID_160_152	
IN_160_153	Apple Pie Wear(Shoe)(15D)
ID_160_153	
IN_160_154	Caribbean Wear(Shirt)(15D)
ID_160_154	
IN_160_155	Caribbean Wear(Pant)(15D)
ID_160_155	
IN_160_156	Caribbean Wear(Shoe)(15D)
ID_160_156	
IN_160_157	Punk Style Wear(Shirt)(15D)
ID_160_157	
IN_160_158	Punk Style Wear(Pant)(15D)
ID_160_158	
IN_160_159	Punk Style Wear(Shoe)(15D)
ID_160_159	
IN_160_160	Mediterranean Stylish(Shirt)(15D)
ID_160_160	
IN_160_161	Mediterranean Stylish(Pant)(15D)
ID_160_161	
IN_160_162	Mediterranean Stylish(Shoe)(15D)
ID_160_162	
IN_160_163	Summer Passion F(Shirt)(15D)
ID_160_163	
IN_160_164	Summer Passion F(Pant)(15D)
ID_160_164	
IN_160_165	Summer Passion F(Shoe)(15D)
ID_160_165	
IN_160_166	Phantom Wear(Shirt)(15D)
ID_160_166	
IN_160_167	Phantom Wear(Pants)(15D)
ID_160_167	
IN_160_168	Phantom Wear(Shoe)(15D)
ID_160_168	
IN_160_169	Pinky Wear(Shirt)(15D)
ID_160_169	
IN_160_170	Pinky Wear(Pant)(15D)
ID_160_170	
IN_160_171	Pinky Wear(Shoe)(15D)
ID_160_171	
IN_160_172	Bohemia Stylish(Shirt)(15D)
ID_160_172	
IN_160_173	Bohemia Stylish(Pant)(15D)
ID_160_173	
IN_160_174	Bohemia Stylish(Shoe)(15D)
ID_160_174	
IN_160_175	Summer Fervor Wear(Shirt)(15D)
ID_160_175	
IN_160_176	Summer Fervor Wear(Pant)(15D)
ID_160_176	
IN_160_177	Summer Fervor Wear(Shoe)(15D)
ID_160_177	
IN_160_178	Dynamic Wear M(Shirt)(15D)
ID_160_178	
IN_160_179	Dynamic Wear M(Pant)(15D)
ID_160_179	
IN_160_180	Dynamic Wear M(Shoe)(15D)
ID_160_180	
IN_160_181	Neighborhood Wear M(Shirt)(15D)
ID_160_181	
IN_160_182	Neighborhood Wear M(Pant)(15D)
ID_160_182	
IN_160_183	Neighborhood Wear M(Shoe)(15D)
ID_160_183	
IN_160_184	Casual Combat Wear M(Shirt)(15D)
ID_160_184	
IN_160_185	Casual Combat Wear M(Pant)(15D)
ID_160_185	
IN_160_186	Casual Combat Wear M(Shoe)(15D)
ID_160_186	
IN_160_187	Dynamic Wear F(Shirt)(15D)
ID_160_187	
IN_160_188	Dynamic Wear F(Pant)(15D)
ID_160_188	
IN_160_189	Dynamic Wear F(Shoe)(15D)
ID_160_189	
IN_160_190	Neighborhood Suit F(Shirt)(15D)
ID_160_190	
IN_160_191	Neighborhood Suit F(Pant)(15D)
ID_160_191	
IN_160_192	Neighborhood Suit F(Shoe)(15D)
ID_160_192	
IN_160_193	Casual Combat Wear F(Shirt)(15D)
ID_160_193	
IN_160_194	Casual Combat Wear F(Pant)(15D)
ID_160_194	
IN_160_195	Casual Combat Wear F(Shoe)(15D)
ID_160_195	
IN_160_196	Salimoon Wear(Shirt)(15D)
ID_160_196	
IN_160_197	Salimoon Wear(Skirt)(15D)
ID_160_197	
IN_160_198	Salimoon Wear(Shoe)(15D)
ID_160_198	
IN_160_199	Summer Passion M(15D)
ID_160_199	
IN_160_200	Musician Wear M(15D)
ID_160_200	
IN_160_201	Apple Pie Wear M(15D)
ID_160_201	
IN_160_202	Caribbean Wear M(15D)
ID_160_202	
IN_160_203	Punk Style Wear M(15D)
ID_160_203	
IN_160_204	Mediterranean Stylish M(15D)
ID_160_204	
IN_160_205	Summer Passion F(15D)
ID_160_205	
IN_160_206	Phantom Wear F(15D)
ID_160_206	
IN_160_207	Pinky Wear F(15D)
ID_160_207	
IN_160_208	Bohemia Stylish F(15D)
ID_160_208	
IN_160_209	e-Gamer Girl(15D)
ID_160_209	
IN_160_210	Dynamic Wear M(15D)
ID_160_210	
IN_160_211	Neighborhood Suit M(15D)
ID_160_211	
IN_160_212	Casual Combat Wear M(15D)
ID_160_212	
IN_160_213	Dynamic Wear F(15D)
ID_160_213	
IN_160_214	Neighborhood Suit F(15D)
ID_160_214	
IN_160_215	Casual Combat Wear F(15D)
ID_160_215	
IN_160_216	Salimoon Wear F(15D)
ID_160_216	
IN_160_217	Summer Passion M(Shirt)(30D)
ID_160_217	
IN_160_218	Summer Passion M(Pant)(30D)
ID_160_218	
IN_160_219	Summer Passion M(Shoe)(30D)
ID_160_219	
IN_160_220	Musician Wear(Shirt)(30D)
ID_160_220	
IN_160_221	Musician Wear(Pant)(30D)
ID_160_221	
IN_160_222	Musician Wear(Shoe)(30D)
ID_160_222	
IN_160_223	Apple Pie Wear(Shirt)(30D)
ID_160_223	
IN_160_224	Apple Pie Wear(Pant)(30D)
ID_160_224	
IN_160_225	Apple Pie Wear(Shoe)(30D)
ID_160_225	
IN_160_226	Caribbean Wear(Shirt)(30D)
ID_160_226	
IN_160_227	Caribbean Wear(Pant)(30D)
ID_160_227	
IN_160_228	Caribbean Wear(Shoe)(30D)
ID_160_228	
IN_160_229	Punk Style Wear(Shirt)(30D)
ID_160_229	
IN_160_230	Punk Style Wear(Pant)(30D)
ID_160_230	
IN_160_231	Punk Style Wear(Shoe)(30D)
ID_160_231	
IN_160_232	Mediterranean Stylish(Shirt)(30D)
ID_160_232	
IN_160_233	Mediterranean Stylish(Pant)(30D)
ID_160_233	
IN_160_234	Mediterranean Stylish(Shoe)(30D)
ID_160_234	
IN_160_235	Summer Passion F(Shirt)(30D)
ID_160_235	
IN_160_236	Summer Passion F(Pant)(30D)
ID_160_236	
IN_160_237	Summer Passion F(Shoe)(30D)
ID_160_237	
IN_160_238	Phantom Wear(Shirt)(30D)
ID_160_238	
IN_160_239	Phantom Wear(Pants)(30D)
ID_160_239	
IN_160_240	Phantom Wear(Shoe)(30D)
ID_160_240	
IN_160_241	Pinky Wear(Shirt)(30D)
ID_160_241	
IN_160_242	Pinky Wear(Pant)(30D)
ID_160_242	
IN_160_243	Pinky Wear(Shoe)(30D)
ID_160_243	
IN_160_244	Bohemia Stylish(Shirt)(30D)
ID_160_244	
IN_160_245	Bohemia Stylish(Pant)(30D)
ID_160_245	
IN_160_246	Bohemia Stylish(Shoe)(30D)
ID_160_246	
IN_160_247	Summer Fervor Wear(Shirt)(30D)
ID_160_247	
IN_160_248	Summer Fervor Wear(Pant)(30D)
ID_160_248	
IN_160_249	Summer Fervor Wear(Shoe)(30D)
ID_160_249	
IN_160_250	Dynamic Wear M(Shirt)(30D)
ID_160_250	
IN_160_251	Dynamic Wear M(Pant)(30D)
ID_160_251	
IN_160_252	Dynamic Wear M(Shoe)(30D)
ID_160_252	
IN_160_253	Neighborhood Wear M(Shirt)(30D)
ID_160_253	
IN_160_254	Neighborhood Wear M(Pant)(30D)
ID_160_254	
IN_160_255	Neighborhood Wear M(Shoe)(30D)
ID_160_255	
IN_160_256	Casual Combat Wear M(Shirt)(30D)
ID_160_256	
IN_160_257	Casual Combat Wear M(Pant)(30D)
ID_160_257	
IN_160_258	Casual Combat Wear M(Shoe)(30D)
ID_160_258	
IN_160_259	Dynamic Wear F(Shirt)(30D)
ID_160_259	
IN_160_260	Dynamic Wear F(Pant)(30D)
ID_160_260	
IN_160_261	Dynamic Wear F(Shoe)(30D)
ID_160_261	
IN_160_262	Neighborhood Suit F(Shirt)(30D)
ID_160_262	
IN_160_263	Neighborhood Suit F(Pant)(30D)
ID_160_263	
IN_160_264	Neighborhood Suit F(Shoe)(30D)
ID_160_264	
IN_160_265	Casual Combat Wear F(Shirt)(30D)
ID_160_265	
IN_160_266	Casual Combat Wear F(Pant)(30D)
ID_160_266	
IN_160_267	Casual Combat Wear F(Shoe)(30D)
ID_160_267	
IN_160_268	Salimoon Wear(Shirt)(30D)
ID_160_268	
IN_160_269	Salimoon Wear(Skirt)(30D)
ID_160_269	
IN_160_270	Salimoon Wear(Shoe)(30D)
ID_160_270	
IN_160_271	Summer Passion M(30D)
ID_160_271	
IN_160_272	Musician Wear M(30D)
ID_160_272	
IN_160_273	Apple Pie Wear M(30D)
ID_160_273	
IN_160_274	Caribbean Wear M(30D)
ID_160_274	
IN_160_275	Punk Style Wear M(30D)
ID_160_275	
IN_160_276	Mediterranean Stylish M(30D)
ID_160_276	
IN_160_277	Summer Passion F(30D)
ID_160_277	
IN_160_278	Phantom Wear F(30D)
ID_160_278	
IN_160_279	Pinky Wear F(30D)
ID_160_279	
IN_160_280	Bohemia Stylish F(30D)
ID_160_280	
IN_160_281	e-Gamer Girl(30D)
ID_160_281	
IN_160_282	Dynamic Wear M(30D)
ID_160_282	
IN_160_283	Neighborhood Suit M(30D)
ID_160_283	
IN_160_284	Casual Combat Wear M(30D)
ID_160_284	
IN_160_285	Dynamic Wear F(30D)
ID_160_285	
IN_160_286	Neighborhood Suit F(30D)
ID_160_286	
IN_160_287	Casual Combat Wear F(30D)
ID_160_287	
IN_160_288	Salimoon Wear F(30D)
ID_160_288	
IN_161_000	SRC
ID_161_000	
IN_161_001	The Cloud Board
ID_161_001	
IN_161_002	The UFO Board
ID_161_002	
IN_161_003	The Shark Board
ID_161_003	
IN_161_004	Temp
ID_161_004	
IN_161_005	The Sable Board
ID_161_005	
IN_161_006	The Sable MarkII Board
ID_161_006	
IN_161_007	Temp
ID_161_007	
IN_161_008	The SkyLock Board
ID_161_008	
IN_161_009	The Skylock Quad
ID_161_009	
IN_161_010	The Skylock Shade 
ID_161_010	
IN_161_011	The Skylock T-Rex
ID_161_011	
IN_161_012	Temp
ID_161_012	
IN_161_013	The WildCat Board
ID_161_013	
IN_161_014	The Caesar WildCat
ID_161_014	
IN_161_015	The WildCat R4
ID_161_015	
IN_161_016	Temp
ID_161_016	
IN_161_017	
ID_161_017	
IN_161_018	
ID_161_018	
IN_161_019	
ID_161_019	
IN_161_020	
ID_161_020	
IN_161_021	The Sable MarkII Box
ID_161_021	
IN_161_022	The Skylock Box
ID_161_022	
IN_161_023	The Skylock Quad Box
ID_161_023	
IN_161_024	Temp
ID_161_024	
IN_161_025	Temp
ID_161_025	
IN_161_026	The WildCat Box
ID_161_026	
IN_161_027	The Caesar WildCat Box
ID_161_027	
IN_161_028	Temp
ID_161_028	
IN_161_029	Temp
ID_161_029	
IN_161_030	Temp
ID_161_030	
IN_161_031	Temp
ID_161_031	
IN_161_032	Temp
ID_161_032	
IN_161_033	Temp
ID_161_033	
IN_161_034	Temp
ID_161_034	
IN_161_035	Temp
ID_161_035	
IN_161_036	The Sable Package
ID_161_036	
IN_161_037	The Skylock Package A
ID_161_037	
IN_161_038	The Skylock Package B
ID_161_038	
IN_161_039	Temp
ID_161_039	
IN_161_040	Temp
ID_161_040	
IN_161_041	Temp
ID_161_041	
IN_161_042	Temp
ID_161_042	
IN_161_043	Temp
ID_161_043	
IN_161_044	Temp
ID_161_044	
IN_161_045	Temp
ID_161_045	
IN_161_046	Temp
ID_161_046	
IN_161_047	Temp
ID_161_047	
IN_161_048	Temp
ID_161_048	
IN_161_049	Temp
ID_161_049	
IN_161_050	Newbie Welcoming Kit
ID_161_050	Open the box with right mouse click
IN_161_051	Signal Super Bike
ID_161_051	
IN_161_052	Active
ID_161_052	
IN_161_053	Hyper Force
ID_161_053	
IN_161_054	Free Wing Scooter
ID_161_054	
IN_161_055	Optimus
ID_161_055	
IN_161_056	Kawazaki Ninja 1000CC
ID_161_056	
IN_161_057	Classic Bike
ID_161_057	
IN_161_058	BMW 1000RR
ID_161_058	
IN_161_059	BMW R1000R
ID_161_059	
IN_161_060	Lambo Reventon
ID_161_060	
IN_161_061	Mustang
ID_161_061	
IN_161_062	Royal Police Car
ID_161_062	
IN_161_063	Ferrari
ID_161_063	
IN_161_064	Kalesa
ID_161_064	
IN_161_065	Tricyle 
ID_161_065	
IN_161_066	Black Ferrari
ID_161_066	
IN_161_067	Optimus +10 Box
ID_161_067	
IN_161_071	Signal Super Bike
ID_161_071	
IN_161_072	Active
ID_161_072	
IN_161_073	Hyper Force
ID_161_073	
IN_161_074	Free Wing Scooter
ID_161_074	
IN_161_075	Optimus
ID_161_075	
IN_162_000	SRC II
ID_162_000	
IN_162_001	Plasma Battery(25%)
ID_162_001	
IN_162_002	Ganil Battery(50%)
ID_162_002	
IN_162_003	Ganil Plasma Battery(100%)
ID_162_003	
IN_162_004	38 pulse coil
ID_162_004	
IN_162_005	55 pulse coil
ID_162_005	
IN_162_006	67 pulse coil
ID_162_006	
IN_162_007	Sigma module
ID_162_007	
IN_162_008	Sigma RV module
ID_162_008	
IN_162_009	Sigma RX module
ID_162_009	
IN_162_011	TC carbon pulse coil
ID_162_011	
IN_162_012	TI Carbon pulse coil
ID_162_012	
IN_162_013	TU Carbon pulse coil
ID_162_013	
IN_162_014	Bharat ST module
ID_162_014	
IN_162_015	Bharat SU module
ID_162_015	
IN_162_016	Bharat SZ module
ID_162_016	
IN_162_017	Injector
ID_162_017	
IN_162_018	E3 Injector
ID_162_018	
IN_162_019	E7 Injector
ID_162_019	
IN_162_020	Temp
ID_162_020	
IN_162_021	Pyrogen pulse coil
ID_162_021	
IN_162_022	Pyrogen M2 pulse coil
ID_162_022	
IN_162_023	Pyrogen Mx pulse coil
ID_162_023	
IN_162_024	Duo metal pulse coil
ID_162_024	
IN_162_025	Dive R30 module
ID_162_025	
IN_162_026	Dive V2 module
ID_162_026	
IN_162_027	Dive V6 module
ID_162_027	
IN_162_028	Plazma Injector
ID_162_028	
IN_162_029	Turbo Plazma Injector
ID_162_029	
IN_162_030	Ganil Plazma Injector
ID_162_030	
IN_162_031	Temp
ID_162_031	
IN_162_032	Pyrogen pulse coil RF
ID_162_032	
IN_162_033	Duo Metal pulse coil RF
ID_162_033	
IN_162_034	Overlaid Pulse coil
ID_162_034	
IN_162_035	Hybrid Nix module
ID_162_035	
IN_162_036	Hybrid V12 module
ID_162_036	
IN_162_037	Flagon Injector
ID_162_037	
IN_162_038	Flanker Injector
ID_162_038	
IN_162_039	Cruise Injector
ID_162_039	
IN_162_040	Berg Injector
ID_162_040	
IN_162_041	Temp
ID_162_041	
IN_162_042	Laser pulse coil
ID_162_042	
IN_162_043	Laser NX pulse coil
ID_162_043	
IN_162_044	Reflex module
ID_162_044	
IN_162_045	Trekkie module
ID_162_045	
IN_162_046	Ryro Injector
ID_162_046	
IN_163_000	S.C Bike
ID_163_000	
IN_163_001	Chaos Engine [A](15D)
ID_163_001	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_002	Hybrid Engine [A](15D)
ID_163_002	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_003	Turbine Engine [A](15D)
ID_163_003	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_004	Circle-eye Dashboard[A](15D)
ID_163_004	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_005	Halogen Dashboard[A](15D)
ID_163_005	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_006	Signal Dashboard[A](15D)
ID_163_006	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_007	Chaos Engine [B](15D)
ID_163_007	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_008	Hybrid Engine [B](15D)
ID_163_008	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_009	Turbine Engine [B](15D)
ID_163_009	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_010	Circle-eye Dashboard[B](15D)
ID_163_010	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_011	Halogen Dashboard[B](15D)
ID_163_011	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_012	Signal Dashboard[B](15D)
ID_163_012	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_013	Street Tire[B](15D)
ID_163_013	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_014	Sports Tire[B](15D)
ID_163_014	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_015	Twin Tire[B](15D)
ID_163_015	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_016	Chaos Engine [C](15D)
ID_163_016	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_017	Hybrid Engine [C](15D)
ID_163_017	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_018	Turbine Engine [C](15D)
ID_163_018	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_019	Circle-eye Dashboard[C](15D)
ID_163_019	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_020	Halogen Dashboard[C](15D)
ID_163_020	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_021	Signal Dashboard[C](15D)
ID_163_021	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_022	Street Tire[C](15D)
ID_163_022	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_023	Sports Tire[C](15D)
ID_163_023	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_024	Twin Tire[C](15D)
ID_163_024	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_025	Beta Exhaust I(15D)
ID_163_025	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_026	Normal Exhaust I(15D)
ID_163_026	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_027	Zero Exhaust I(15D)
ID_163_027	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_028	Chaos Engine [D](7D)
ID_163_028	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_029	Hybrid Engine [D](7D)
ID_163_029	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_030	Turbine Engine [D](7D)
ID_163_030	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_031	Circle-eye Dashboard[D](7D)
ID_163_031	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_032	Halogen Dashboard[D](7D)
ID_163_032	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_033	Signal Dashboard[D](7D)
ID_163_033	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_034	Street Tire[D](7D)
ID_163_034	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_035	Sports Tire[D](7D)
ID_163_035	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_036	Twin Tire[D](7D)
ID_163_036	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_037	Beta Exhaust II(7D)
ID_163_037	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_038	Normal Exhaust II(7D)
ID_163_038	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_039	Zero Exhaust II(7D)
ID_163_039	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_040	BT-7 Motorcycle Paintwork Card
ID_163_040	When Bike is summoned, it would be possible to change the colors of the bike by parts using this item with right mouse button.
IN_163_041	Chaos Engine [A](30D)
ID_163_041	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_042	Hybrid Engine [A](30D)
ID_163_042	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_043	Turbine Engine [A](30D)
ID_163_043	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_044	Circle-eye Dashboard[A](30D)
ID_163_044	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
IN_163_045	Halogen Dashboard[A](30D)
ID_163_045	This is a parts which boosts up the capacity of S.C Bike. Press 'N' button and click the parts and then equip it in the proper slot to upgrade when S.C is equipped.
